ID,RFAM#,Architecture,Clan,Family
F2632,RF02707,4WJ,TeloSII_ncR33,TeloSII_ncR33
F2633,RF02708,3WJ,TeloSII_ncR40,TeloSII_ncR40
F2634,RF02709,complex unclassified,TeloSII_ncR43,TeloSII_ncR43
F2635,RF02710,hairpin,TeloSII_ncR45,TeloSII_ncR45
F2636,RF02711,hairpin,TeloSII_ncR49,TeloSII_ncR49
F2637,RF02712,3WJ,EBER2,EBER2
F2638,RF02713,3H,MCS4,MCS4
F2639,RF02714,2H,H/ACA-box,snopsi28S-3378
F2640,RF02715,2H,H/ACA-box,sno_ncR1
F2641,RF02716,hairpin,C/D-box,sno_ncR3
F2642,RF02717,hairpin,C/D-box,sno_ncR4
F2643,RF02718,2H,H/ACA-box,sca_ncR14
F2644,RF02719,2H,H/ACA-box,sca_ncR20
F2645,RF02720,2H,H/ACA-box,sca_ncR21
F2646,RF02721,2H,H/ACA-box,sca_ncR26
F2647,RF02722,2H,H/ACA-box,sca_ncR27
F2648,RF02723,hairpin,C/D-box,sno_ZL1
F2649,RF02724,hairpin,C/D-box,sno_ZL2
F2650,RF02725,hairpin,C/D-box,sno_ZL8
F2651,RF02726,hairpin,C/D-box,sno_ZL63
F2652,RF02727,hairpin,C/D-box,sno_ZL116
F2653,RF02728,3H,HrrF,HrrF
F2654,RF02729,4WJ,JA01,JA01
F2655,RF02730,3H,JA02,JA02
F2656,RF02731,complex unclassified,JA03,JA03
F2657,RF02732,2H,JA04,JA04
F2658,RF02733,hairpin,ToxT_thermometer,ToxT_thermometer
F2659,RF02734,4WJ,Cgb105,Cgb105
F2660,RF02735,complex unclassified,Sernc350,Sernc350
F2661,RF02736,complex unclassified,Rev11,Rev11
F2662,RF02737,complex unclassified,Rev13,Rev13
F2663,RF02738,complex unclassified,Rev24,Rev24
F2664,RF02739,complex unclassified,Rev41,Rev41
F2665,RF02740,4H,Fwd6_3p_UTR,Fwd6_3p_UTR
F2666,RF02741,complex unclassified,Rev44,Rev44
F2667,RF02742,complex unclassified,Rev72,Rev72
F2668,RF02743,complex unclassified,Sernc389,Sernc389
F2669,RF02744,complex unclassified,Rev39_5p_UTR,Rev39_5p_UTR
F2670,RF02745,complex unclassified,Rev42_5p_UTR,Rev42_5p_UTR
F2671,RF02746,complex unclassified,AsrC,AsrC
F2672,RF02747,3H,FtrA,FtrA
F2673,RF02748,3H,FtrB,FtrB
F2674,RF02749,complex unclassified,Ncrwmel02,Ncrwmel02
F2675,RF02750,2H,ES003,ES003
F2676,RF02751,hairpin,ES036,ES036
F2677,RF02752,2H,ES056,ES056
F2678,RF02753,hairpin,ES173,ES173
F2679,RF02754,hairpin,ES205,ES205
F2680,RF02755,2H,ES222,ES222
F2681,RF02756,3H,ES239,ES239
F2682,RF02757,complex unclassified,Erse,Erse
F2683,RF02758,3WJ,RhlA_thermometer,RhlA_thermometer
F2684,RF02759,3H,LasI_thermometer,LasI_thermometer
F2685,RF02760,complex unclassified,sR035,sR035
F2686,RF02761,2H,sR084,sR084
F2687,RF02762,complex unclassified,C1_109596F_thermometer,C1_109596F_thermometer
F2688,RF02763,complex unclassified,IsrM,IsrM
F2689,RF02764,2H,Ysr190,Ysr190
F2690,RF02765,hairpin,Ysr209,Ysr209
F2691,RF02766,4H,Ysr49,Ysr49
F2692,RF02767,complex unclassified,Csr_Rsm_clan,Ysr186_sR026_CsrC
F2693,RF02768,complex unclassified,Ysr155(RyfD),Ysr155(RyfD)
F2694,RF02769,complex unclassified,Ysr202,Ysr202
F2695,RF02770,4WJ,Ysr224,Ysr224
F2696,RF02771,hairpin,CnfY_thermometer,CnfY_thermometer
F2697,RF02772,2H,AilA_thermometer,AilA_thermometer
F2698,RF02773,2H,TrxA_thermometer,TrxA_thermometer
F2699,RF02774,4H,KatA_thermometer,KatA_thermometer
F2700,RF02775,2H,SodB_thermometer,SodB_thermometer
F2701,RF02776,3WJ,SodC_thermometer,SodC_thermometer
F2702,RF02777,complex unclassified,OppA_thermometer,OppA_thermometer
F2703,RF02778,complex unclassified,FdoG1_thermometer,FdoG1_thermometer
F2704,RF02779,2H,PepN_thermometer,PepN_thermometer
F2705,RF02780,3H,PutA_thermometer,PutA_thermometer
F2706,RF02781,hairpin,ManX_thermometer,ManX_thermometer
F2707,RF02782,2H,CpoB_ybgF_thermometer,CpoB_ybgF_thermometer
F2708,RF02783,4WJ,IscS1_thermometer,IscS1_thermometer
